model_name,display_name,model_family,model_type,task,precision,compiled,compile_mode,gpu_name,gpu_mem_gb,batch_size,throughput_mean,pixels_per_sec,latency_mean_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,params_M,macs_G,peak_memory_mb,tf32_enabled,input_channels,input_size,pytorch_version,cuda_version,timestamp
resnet101,ResNet-101,ResNet,cnn,classification,fp16,False,none,Tesla V100-SXM2-32GB,34.1,4096,1612.27,80897406,2540.513,2541.713,2544.744,2544.768,42.52,15.60,22704.8,False,3,224,2.10.0+cu128,12.8,2026-04-18T07:41:29
resnet101,ResNet-101,ResNet,cnn,classification,fp16,True,default,Tesla V100-SXM2-32GB,34.1,4096,3118.79,156488431,1313.330,1312.682,1317.177,1325.422,42.52,15.60,16128.2,False,3,224,2.10.0+cu128,12.8,2026-04-18T07:42:44
resnet101,ResNet-101,ResNet,cnn,classification,amp,False,none,Tesla V100-SXM2-32GB,34.1,4096,1771.14,88868494,2312.641,2313.464,2316.186,2316.681,42.52,15.60,24022.3,False,3,224,2.10.0+cu128,12.8,2026-04-18T07:44:20
resnet101,ResNet-101,ResNet,cnn,classification,amp,True,default,Tesla V100-SXM2-32GB,34.1,4096,3105.74,155833621,1318.848,1318.348,1321.237,1325.443,42.52,15.60,17445.3,False,3,224,2.10.0+cu128,12.8,2026-04-18T07:45:35
resnet101,ResNet-101,ResNet,cnn,segmentation,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,201.01,10086000,2547.106,2546.248,2557.046,2560.842,81.03,73.70,25718.0,False,3,224,2.10.0+cu128,12.8,2026-04-18T07:47:52
resnet101,ResNet-101,ResNet,cnn,segmentation,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,220.52,11064804,2321.786,2321.899,2327.171,2328.768,81.03,73.70,21151.2,False,3,224,2.10.0+cu128,12.8,2026-04-18T07:49:38
resnet101,ResNet-101,ResNet,cnn,segmentation,fp16,False,none,Tesla V100-SXM2-32GB,34.1,512,596.36,29923089,858.538,859.163,863.644,866.399,81.03,73.70,12869.8,False,3,224,2.10.0+cu128,12.8,2026-04-18T07:50:49
resnet101,ResNet-101,ResNet,cnn,segmentation,fp16,True,default,Tesla V100-SXM2-32GB,34.1,512,790.52,39665284,647.672,646.259,655.296,667.227,81.03,73.70,10097.4,False,3,224,2.10.0+cu128,12.8,2026-04-18T07:52:04
resnet101,ResNet-101,ResNet,cnn,segmentation,amp,False,none,Tesla V100-SXM2-32GB,34.1,512,580.47,29125806,882.040,882.717,887.244,888.296,81.03,73.70,19165.4,False,3,224,2.10.0+cu128,12.8,2026-04-18T07:53:20
resnet101,ResNet-101,ResNet,cnn,segmentation,amp,True,default,Tesla V100-SXM2-32GB,34.1,512,789.47,39612637,648.533,647.919,654.881,662.724,81.03,73.70,10408.6,False,3,224,2.10.0+cu128,12.8,2026-04-18T07:54:34
resnet152,ResNet-152,ResNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,2048,530.16,26601139,3863.009,3863.164,3868.310,3868.707,58.16,23.02,22851.2,False,3,224,2.10.0+cu128,12.8,2026-04-18T07:57:38
resnet152,ResNet-152,ResNet,cnn,classification,fp32,True,default,Tesla V100-SXM2-32GB,34.1,2048,644.55,32340963,3177.408,3177.719,3180.818,3181.217,58.16,23.02,17096.8,False,3,224,2.10.0+cu128,12.8,2026-04-18T07:59:37
resnet152,ResNet-152,ResNet,cnn,classification,fp16,False,none,Tesla V100-SXM2-32GB,34.1,4096,1167.37,58574173,3508.729,3509.964,3511.014,3511.049,58.16,23.02,22740.2,False,3,224,2.10.0+cu128,12.8,2026-04-18T08:01:50
resnet152,ResNet-152,ResNet,cnn,classification,fp16,True,default,Tesla V100-SXM2-32GB,34.1,4096,2175.45,109155436,1882.828,1882.282,1887.500,1888.155,58.16,23.02,16163.6,False,3,224,2.10.0+cu128,12.8,2026-04-18T08:03:20
resnet152,ResNet-152,ResNet,cnn,classification,amp,False,none,Tesla V100-SXM2-32GB,34.1,4096,1258.62,63152507,3254.358,3254.685,3255.473,3255.525,58.16,23.02,24084.8,False,3,224,2.10.0+cu128,12.8,2026-04-18T08:05:24
resnet152,ResNet-152,ResNet,cnn,classification,amp,True,default,Tesla V100-SXM2-32GB,34.1,4096,2162.99,108530112,1893.676,1893.202,1897.518,1897.919,58.16,23.02,17507.8,False,3,224,2.10.0+cu128,12.8,2026-04-18T08:06:57
resnet152,ResNet-152,ResNet,cnn,segmentation,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,180.37,9050404,2838.560,2837.130,2844.423,2845.853,96.67,81.12,25782.9,False,3,224,2.10.0+cu128,12.8,2026-04-18T08:09:35
resnet152,ResNet-152,ResNet,cnn,segmentation,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,200.35,10052534,2555.586,2554.493,2561.798,2562.158,96.67,81.12,21216.1,False,3,224,2.10.0+cu128,12.8,2026-04-18T08:11:37
resnet152,ResNet-152,ResNet,cnn,segmentation,fp16,False,none,Tesla V100-SXM2-32GB,34.1,512,524.83,26334094,975.546,975.474,980.399,981.270,96.67,81.12,12904.5,False,3,224,2.10.0+cu128,12.8,2026-04-18T08:13:07
resnet152,ResNet-152,ResNet,cnn,segmentation,fp16,True,default,Tesla V100-SXM2-32GB,34.1,512,712.76,35763232,718.339,717.725,726.321,740.922,96.67,81.12,10132.1,False,3,224,2.10.0+cu128,12.8,2026-04-18T08:14:35
resnet152,ResNet-152,ResNet,cnn,segmentation,amp,False,none,Tesla V100-SXM2-32GB,34.1,512,511.80,25680181,1000.387,1001.048,1003.200,1003.557,96.67,81.12,19262.4,False,3,224,2.10.0+cu128,12.8,2026-04-18T08:15:56
resnet152,ResNet-152,ResNet,cnn,segmentation,amp,True,default,Tesla V100-SXM2-32GB,34.1,512,710.53,35651500,720.590,720.284,725.109,726.332,96.67,81.12,10473.5,False,3,224,2.10.0+cu128,12.8,2026-04-18T08:17:26
efficientnet_b0,EfficientNet-B0,EfficientNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,2048,3156.50,158380556,648.820,648.615,649.841,650.199,4.02,0.77,25921.6,False,3,224,2.10.0+cu128,12.8,2026-04-18T08:18:58
efficientnet_b0,EfficientNet-B0,EfficientNet,cnn,classification,fp32,True,default,Tesla V100-SXM2-32GB,34.1,1024,4645.47,233090931,220.430,220.379,221.066,221.207,4.02,0.77,6808.1,False,3,224,2.10.0+cu128,12.8,2026-04-18T08:21:48
efficientnet_b0,EfficientNet-B0,EfficientNet,cnn,classification,fp16,False,none,Tesla V100-SXM2-32GB,34.1,4096,5278.27,264842346,776.012,776.044,777.645,778.083,4.02,0.77,25913.5,False,3,224,2.10.0+cu128,12.8,2026-04-18T08:23:03
efficientnet_b0,EfficientNet-B0,EfficientNet,cnn,classification,fp16,True,default,Tesla V100-SXM2-32GB,34.1,4096,OOM,,,,,,,,,,,,,,
efficientnet_b0,EfficientNet-B0,EfficientNet,cnn,classification,amp,False,none,Tesla V100-SXM2-32GB,34.1,4096,5383.80,270137648,760.801,760.324,761.736,768.196,4.02,0.77,27154.7,False,3,224,2.10.0+cu128,12.8,2026-04-18T08:24:37
efficientnet_b0,EfficientNet-B0,EfficientNet,cnn,classification,amp,True,default,Tesla V100-SXM2-32GB,34.1,4096,OOM,,,,,,,,,,,,,,
efficientnet_b0,EfficientNet-B0,EfficientNet,cnn,segmentation,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,274.77,13786951,1863.364,1863.614,1866.975,1867.851,34.96,55.53,21877.7,False,3,224,2.10.0+cu128,12.8,2026-04-18T08:27:12
efficientnet_b0,EfficientNet-B0,EfficientNet,cnn,segmentation,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,297.16,14910496,1722.955,1722.390,1729.866,1729.949,34.96,55.53,19266.3,False,3,224,2.10.0+cu128,12.8,2026-04-18T08:29:08
efficientnet_b0,EfficientNet-B0,EfficientNet,cnn,segmentation,fp16,False,none,Tesla V100-SXM2-32GB,34.1,512,814.32,40859229,628.747,628.983,632.368,632.917,34.96,55.53,10947.9,False,3,224,2.10.0+cu128,12.8,2026-04-18T08:30:19
efficientnet_b0,EfficientNet-B0,EfficientNet,cnn,segmentation,fp16,True,default,Tesla V100-SXM2-32GB,34.1,512,1015.39,50948075,504.241,504.257,505.854,507.280,34.96,55.53,8490.9,False,3,224,2.10.0+cu128,12.8,2026-04-18T08:31:50
efficientnet_b0,EfficientNet-B0,EfficientNet,cnn,segmentation,amp,False,none,Tesla V100-SXM2-32GB,34.1,512,784.43,39359670,652.701,653.136,656.013,656.734,34.96,55.53,16973.3,False,3,224,2.10.0+cu128,12.8,2026-04-18T08:32:55
efficientnet_b0,EfficientNet-B0,EfficientNet,cnn,segmentation,amp,True,default,Tesla V100-SXM2-32GB,34.1,512,1013.17,50836964,505.343,505.042,508.168,509.195,34.96,55.53,8712.0,False,3,224,2.10.0+cu128,12.8,2026-04-18T08:34:23
efficientnet_b4,EfficientNet-B4,EfficientNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,1024,1098.64,55125134,932.065,931.973,933.439,934.000,17.57,3.00,19195.5,False,3,224,2.10.0+cu128,12.8,2026-04-18T08:36:09
efficientnet_b4,EfficientNet-B4,EfficientNet,cnn,classification,fp32,True,default,Tesla V100-SXM2-32GB,34.1,1024,1603.20,80442173,638.722,638.453,640.219,643.977,17.57,3.00,9947.0,False,3,224,2.10.0+cu128,12.8,2026-04-18T08:38:13
efficientnet_b4,EfficientNet-B4,EfficientNet,cnn,classification,fp16,False,none,Tesla V100-SXM2-32GB,34.1,2048,1994.75,100088748,1026.693,1026.489,1028.107,1030.464,17.57,3.00,19158.9,False,3,224,2.10.0+cu128,12.8,2026-04-18T08:39:39
efficientnet_b4,EfficientNet-B4,EfficientNet,cnn,classification,fp16,True,default,Tesla V100-SXM2-32GB,34.1,1024,3314.53,166309973,308.943,308.876,309.648,309.907,17.57,3.00,7752.5,False,3,224,2.10.0+cu128,12.8,2026-04-18T08:41:24
efficientnet_b4,EfficientNet-B4,EfficientNet,cnn,classification,amp,False,none,Tesla V100-SXM2-32GB,34.1,2048,1948.24,97754922,1051.205,1051.062,1052.511,1052.945,17.57,3.00,19812.0,False,3,224,2.10.0+cu128,12.8,2026-04-18T08:42:36
efficientnet_b4,EfficientNet-B4,EfficientNet,cnn,classification,amp,True,default,Tesla V100-SXM2-32GB,34.1,1024,3301.37,165649687,310.174,310.103,310.788,311.084,17.57,3.00,8097.3,False,3,224,2.10.0+cu128,12.8,2026-04-18T08:44:20
efficientnet_b4,EfficientNet-B4,EfficientNet,cnn,segmentation,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,235.44,11813508,2174.639,2174.786,2178.413,2179.470,49.27,57.86,22232.9,False,3,224,2.10.0+cu128,12.8,2026-04-18T08:46:52
efficientnet_b4,EfficientNet-B4,EfficientNet,cnn,segmentation,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,263.41,13216918,1943.729,1942.420,1950.127,1950.456,49.27,57.86,19531.6,False,3,224,2.10.0+cu128,12.8,2026-04-18T08:49:08
efficientnet_b4,EfficientNet-B4,EfficientNet,cnn,segmentation,fp16,False,none,Tesla V100-SXM2-32GB,34.1,512,649.34,32581349,788.491,788.423,792.117,792.781,49.27,57.86,11124.7,False,3,224,2.10.0+cu128,12.8,2026-04-18T08:50:26
efficientnet_b4,EfficientNet-B4,EfficientNet,cnn,segmentation,fp16,True,default,Tesla V100-SXM2-32GB,34.1,512,847.54,42526309,604.099,604.712,608.475,609.917,49.27,57.86,11263.9,False,3,224,2.10.0+cu128,12.8,2026-04-18T08:52:07
efficientnet_b4,EfficientNet-B4,EfficientNet,cnn,segmentation,amp,False,none,Tesla V100-SXM2-32GB,34.1,512,622.61,31240220,822.341,822.550,826.563,827.676,49.27,57.86,17209.9,False,3,224,2.10.0+cu128,12.8,2026-04-18T08:53:26
efficientnet_b4,EfficientNet-B4,EfficientNet,cnn,segmentation,amp,True,default,Tesla V100-SXM2-32GB,34.1,512,847.60,42529418,604.055,604.857,609.006,610.084,49.27,57.86,11515.8,False,3,224,2.10.0+cu128,12.8,2026-04-18T08:55:06
efficientnet_b7,EfficientNet-B7,EfficientNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,1024,410.42,20593037,2495.029,2494.953,2498.570,2500.399,63.81,10.33,25552.1,False,3,224,2.10.0+cu128,12.8,2026-04-18T08:58:03
efficientnet_b7,EfficientNet-B7,EfficientNet,cnn,classification,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,584.53,29329201,875.923,875.821,877.542,877.688,63.81,10.33,6746.9,False,3,224,2.10.0+cu128,12.8,2026-04-18T09:01:12
efficientnet_b7,EfficientNet-B7,EfficientNet,cnn,classification,fp16,False,none,Tesla V100-SXM2-32GB,34.1,2048,846.84,42491206,2418.393,2417.926,2421.866,2422.176,63.81,10.33,25419.2,False,3,224,2.10.0+cu128,12.8,2026-04-18T09:03:21
efficientnet_b7,EfficientNet-B7,EfficientNet,cnn,classification,fp16,True,default,Tesla V100-SXM2-32GB,34.1,2048,OOM,,,,,,,,,,,,,,
efficientnet_b7,EfficientNet-B7,EfficientNet,cnn,classification,amp,False,none,Tesla V100-SXM2-32GB,34.1,2048,806.00,40441887,2540.941,2540.612,2542.872,2543.291,63.81,10.33,26168.7,False,3,224,2.10.0+cu128,12.8,2026-04-18T09:06:46
efficientnet_b7,EfficientNet-B7,EfficientNet,cnn,classification,amp,True,default,Tesla V100-SXM2-32GB,34.1,2048,OOM,,,,,,,,,,,,,,
efficientnet_b7,EfficientNet-B7,EfficientNet,cnn,segmentation,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,172.26,8643231,2972.281,2972.670,2975.783,2976.310,96.72,65.32,22795.0,False,3,224,2.10.0+cu128,12.8,2026-04-18T09:12:00
efficientnet_b7,EfficientNet-B7,EfficientNet,cnn,segmentation,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,204.86,10278977,2499.287,2498.117,2508.116,2509.786,96.72,65.32,14897.7,False,3,224,2.10.0+cu128,12.8,2026-04-18T09:15:02
efficientnet_b7,EfficientNet-B7,EfficientNet,cnn,segmentation,fp16,False,none,Tesla V100-SXM2-32GB,34.1,512,452.74,22716559,1130.898,1130.794,1134.262,1135.047,96.72,65.32,11402.9,False,3,224,2.10.0+cu128,12.8,2026-04-18T09:16:51
efficientnet_b7,EfficientNet-B7,EfficientNet,cnn,segmentation,fp16,True,default,Tesla V100-SXM2-32GB,34.1,512,616.03,30909801,831.132,831.226,836.477,838.124,96.72,65.32,12386.8,False,3,224,2.10.0+cu128,12.8,2026-04-18T09:19:12
efficientnet_b7,EfficientNet-B7,EfficientNet,cnn,segmentation,amp,False,none,Tesla V100-SXM2-32GB,34.1,512,430.67,21609436,1188.838,1188.819,1193.714,1194.508,96.72,65.32,17691.3,False,3,224,2.10.0+cu128,12.8,2026-04-18T09:21:15
efficientnet_b7,EfficientNet-B7,EfficientNet,cnn,segmentation,amp,True,default,Tesla V100-SXM2-32GB,34.1,512,614.73,30844477,832.892,832.674,839.342,840.286,96.72,65.32,12738.6,False,3,224,2.10.0+cu128,12.8,2026-04-18T09:23:47
convnext_tiny,ConvNeXt-T,ConvNeXt,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,1024,922.52,46288209,1110.007,1110.195,1115.133,1117.711,27.83,8.91,14301.9,False,3,224,2.10.0+cu128,12.8,2026-04-18T09:26:59
convnext_tiny,ConvNeXt-T,ConvNeXt,cnn,classification,fp32,True,default,Tesla V100-SXM2-32GB,34.1,1024,1085.91,54486431,942.991,942.628,947.095,948.331,27.83,8.91,8136.2,False,3,224,2.10.0+cu128,12.8,2026-04-18T09:28:17
convnext_tiny,ConvNeXt-T,ConvNeXt,cnn,classification,fp16,False,none,Tesla V100-SXM2-32GB,34.1,2048,2995.13,150283726,683.776,683.501,686.391,688.605,27.83,8.91,14251.5,False,3,224,2.10.0+cu128,12.8,2026-04-18T09:30:13
convnext_tiny,ConvNeXt-T,ConvNeXt,cnn,classification,fp16,True,default,Tesla V100-SXM2-32GB,34.1,2048,3846.62,193008163,532.415,532.626,534.520,535.076,27.83,8.91,8085.8,False,3,224,2.10.0+cu128,12.8,2026-04-18T09:31:31
convnext_tiny,ConvNeXt-T,ConvNeXt,cnn,classification,amp,False,none,Tesla V100-SXM2-32GB,34.1,2048,2397.37,120290477,854.269,854.044,856.559,858.294,27.83,8.91,18618.2,False,3,224,2.10.0+cu128,12.8,2026-04-18T09:32:49
convnext_tiny,ConvNeXt-T,ConvNeXt,cnn,classification,amp,True,default,Tesla V100-SXM2-32GB,34.1,2048,3682.27,184761426,556.179,556.327,558.499,559.255,27.83,8.91,12452.3,False,3,224,2.10.0+cu128,12.8,2026-04-18T09:34:10
convnext_tiny,ConvNeXt-T,ConvNeXt,cnn,segmentation,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,281.02,14100390,1821.943,1821.831,1828.664,1829.505,47.47,53.08,22422.3,False,3,224,2.10.0+cu128,12.8,2026-04-18T09:37:05
convnext_tiny,ConvNeXt-T,ConvNeXt,cnn,segmentation,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,310.92,15600933,1646.704,1645.930,1654.345,1656.617,47.47,53.08,14692.0,False,3,224,2.10.0+cu128,12.8,2026-04-18T09:38:39
convnext_tiny,ConvNeXt-T,ConvNeXt,cnn,segmentation,fp16,False,none,Tesla V100-SXM2-32GB,34.1,512,844.41,42368953,606.343,606.625,609.228,609.902,47.47,53.08,11225.0,False,3,224,2.10.0+cu128,12.8,2026-04-18T09:40:00
convnext_tiny,ConvNeXt-T,ConvNeXt,cnn,segmentation,fp16,True,default,Tesla V100-SXM2-32GB,34.1,512,1049.81,52675491,487.705,488.187,490.857,491.910,47.47,53.08,7359.8,False,3,224,2.10.0+cu128,12.8,2026-04-18T09:41:07
convnext_tiny,ConvNeXt-T,ConvNeXt,cnn,segmentation,amp,False,none,Tesla V100-SXM2-32GB,34.1,512,763.69,38318820,670.431,670.560,673.187,674.250,47.47,53.08,17900.2,False,3,224,2.10.0+cu128,12.8,2026-04-18T09:42:23
convnext_tiny,ConvNeXt-T,ConvNeXt,cnn,segmentation,amp,True,default,Tesla V100-SXM2-32GB,34.1,512,1036.34,51999226,494.048,494.296,496.849,497.312,47.47,53.08,7601.2,False,3,224,2.10.0+cu128,12.8,2026-04-18T09:43:29
convnext_small,ConvNeXt-S,ConvNeXt,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,1024,532.96,26741606,1921.359,1920.905,1928.252,1928.307,49.46,17.37,14388.4,False,3,224,2.10.0+cu128,12.8,2026-04-18T09:46:24
convnext_small,ConvNeXt-S,ConvNeXt,cnn,classification,fp32,True,default,Tesla V100-SXM2-32GB,34.1,1024,599.16,30063579,1709.052,1709.631,1712.376,1713.427,49.46,17.37,8222.8,False,3,224,2.10.0+cu128,12.8,2026-04-18T09:47:47
convnext_small,ConvNeXt-S,ConvNeXt,cnn,classification,fp16,False,none,Tesla V100-SXM2-32GB,34.1,2048,1843.11,92479661,1111.168,1111.131,1114.393,1115.372,49.46,17.37,14299.4,False,3,224,2.10.0+cu128,12.8,2026-04-18T09:49:21
convnext_small,ConvNeXt-S,ConvNeXt,cnn,classification,fp16,True,default,Tesla V100-SXM2-32GB,34.1,2048,2258.50,113322483,906.797,906.624,909.425,910.934,49.46,17.37,8133.7,False,3,224,2.10.0+cu128,12.8,2026-04-18T09:50:29
convnext_small,ConvNeXt-S,ConvNeXt,cnn,classification,amp,False,none,Tesla V100-SXM2-32GB,34.1,2048,1491.30,74827416,1373.299,1373.257,1376.560,1377.673,49.46,17.37,18704.8,False,3,224,2.10.0+cu128,12.8,2026-04-18T09:51:59
convnext_small,ConvNeXt-S,ConvNeXt,cnn,classification,amp,True,default,Tesla V100-SXM2-32GB,34.1,2048,2161.00,108430216,947.710,947.385,951.086,951.855,49.46,17.37,12538.8,False,3,224,2.10.0+cu128,12.8,2026-04-18T09:53:08
convnext_small,ConvNeXt-S,ConvNeXt,cnn,segmentation,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,229.71,11525966,2228.890,2228.182,2235.712,2236.849,69.10,61.54,22508.8,False,3,224,2.10.0+cu128,12.8,2026-04-18T09:55:59
convnext_small,ConvNeXt-S,ConvNeXt,cnn,segmentation,fp32,True,default,Tesla V100-SXM2-32GB,34.1,512,251.99,12643795,2031.835,2031.135,2036.834,2038.136,69.10,61.54,14778.6,False,3,224,2.10.0+cu128,12.8,2026-04-18T09:57:37
convnext_small,ConvNeXt-S,ConvNeXt,cnn,segmentation,fp16,False,none,Tesla V100-SXM2-32GB,34.1,512,717.15,35983583,713.940,712.970,718.977,720.358,69.10,61.54,11271.1,False,3,224,2.10.0+cu128,12.8,2026-04-18T09:58:56
