model_name,display_name,model_family,model_type,task,precision,compiled,compile_mode,gpu_name,gpu_mem_gb,batch_size,throughput_mean,pixels_per_sec,latency_mean_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,params_M,macs_G,peak_memory_mb,tf32_enabled,input_channels,input_size,pytorch_version,cuda_version,timestamp
olmoearth_large,OlmoEarth-Large,OlmoEarth,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,24.06,394250,21277.387,21277.364,21282.703,21283.178,660.80,464.26,25632.3,False,12,128,2.7.1+cu126,12.6,2026-04-19T06:32:05
resnet18,ResNet-18,ResNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,16384,13849.03,199426071,1183.043,1183.474,1186.487,1188.304,11.18,1.08,32140.4,False,2,120,2.7.1+cu126,12.6,2026-04-19T06:33:23
resnet50,ResNet-50,ResNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,3645.07,52488970,1123.710,1123.471,1128.456,1129.167,23.53,2.50,12844.7,False,2,120,2.7.1+cu126,12.6,2026-04-19T06:34:46
resnet101,ResNet-101,ResNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,2174.57,31313871,1883.587,1883.340,1888.997,1889.836,42.52,4.92,12920.6,False,2,120,2.7.1+cu126,12.6,2026-04-19T06:36:34
resnet152,ResNet-152,ResNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,1498.18,21573763,2733.988,2733.999,2737.543,2738.551,58.16,7.27,12983.1,False,2,120,2.7.1+cu126,12.6,2026-04-19T06:38:53
efficientnet_b0,EfficientNet-B0,EfficientNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,8735.26,125787761,468.904,468.505,470.160,475.163,4.02,0.24,14652.6,False,2,120,2.7.1+cu126,12.6,2026-04-19T06:39:49
efficientnet_b4,EfficientNet-B4,EfficientNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,3023.35,43536187,1354.790,1354.979,1356.718,1357.229,17.57,0.95,21785.2,False,2,120,2.7.1+cu126,12.6,2026-04-19T06:41:13
efficientnet_b7,EfficientNet-B7,EfficientNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,2048,1143.15,16461383,1791.538,1791.775,1793.375,1793.750,63.81,3.28,14662.8,False,2,120,2.7.1+cu126,12.6,2026-04-19T06:42:59
convnext_tiny,ConvNeXt-T,ConvNeXt,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,3452.46,49715385,1186.401,1186.188,1192.596,1196.097,27.83,2.24,16163.2,False,2,120,2.7.1+cu126,12.6,2026-04-19T06:44:27
convnext_small,ConvNeXt-S,ConvNeXt,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,2034.26,29293341,2013.509,2012.554,2019.919,2021.292,49.46,4.35,16249.7,False,2,120,2.7.1+cu126,12.6,2026-04-19T06:46:30
convnext_base,ConvNeXt-B,ConvNeXt,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,1311.88,18891108,3122.231,3122.781,3129.477,3130.235,87.57,7.69,21592.6,False,2,120,2.7.1+cu126,12.6,2026-04-19T06:49:11
convnext_large,ConvNeXt-L,ConvNeXt,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,2048,642.41,9250658,3188.011,3185.717,3199.277,3199.781,196.24,17.21,16601.9,False,2,120,2.7.1+cu126,12.6,2026-04-19T06:52:34
mobilenetv3_small_100,MobileNetV3-S,MobileNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,16384,40798.08,587492303,401.588,400.757,404.133,418.914,1.53,0.04,15114.9,False,2,120,2.7.1+cu126,12.6,2026-04-19T06:53:31
mobilenetv3_large_100,MobileNetV3-L,MobileNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,8192,14616.59,210478842,560.459,560.288,561.433,561.879,4.21,0.14,19844.0,False,2,120,2.7.1+cu126,12.6,2026-04-19T06:54:29
regnety_004,RegNetY-400MF,RegNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,8192,12145.82,174899760,674.471,674.581,675.107,675.145,3.91,0.25,16067.9,False,2,120,2.7.1+cu126,12.6,2026-04-19T06:55:32
regnety_040,RegNetY-4GF,RegNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,1261.10,18159877,3247.952,3247.517,3258.279,3258.919,19.57,2.46,21322.6,False,2,120,2.7.1+cu126,12.6,2026-04-19T06:57:48
vit_tiny_patch16_224,ViT-Ti/16,ViT,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,32768,14902.76,214599756,2198.787,2198.765,2203.108,2203.158,5.45,0.54,18906.0,False,2,120,2.7.1+cu126,12.6,2026-04-19T20:40:43
vit_small_patch16_224,ViT-S/16,ViT,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,16384,5236.42,75404519,3128.852,3127.341,3136.360,3137.335,21.51,2.14,17083.1,False,2,120,2.7.1+cu126,12.6,2026-04-19T20:43:07
vit_base_patch16_224,ViT-B/16,ViT,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,8192,1369.63,19722668,5981.179,5979.475,5993.136,5994.094,85.50,8.53,16394.0,False,2,120,2.7.1+cu126,12.6,2026-04-19T20:47:01
vit_large_patch16_224,ViT-L/16,ViT,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,8192,417.76,6015680,19609.552,19609.537,19612.851,19613.145,302.90,30.25,22296.8,False,2,120,2.7.1+cu126,12.6,2026-04-19T20:57:54
deit3_small_patch16_224,DeiT3-S/16,DeiT,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,16384,5106.45,73532856,3208.492,3209.573,3219.305,3221.512,21.52,2.14,17083.2,False,2,120,2.7.1+cu126,12.6,2026-04-19T21:00:59
deit3_base_patch16_224,DeiT3-B/16,DeiT,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,8192,1354.66,19507084,6047.280,6046.870,6056.911,6057.075,85.51,8.53,16394.1,False,2,120,2.7.1+cu126,12.6,2026-04-19T21:05:39
swin_tiny_patch4_window7_224,Swin-T,Swin,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,1774.79,25557036,2307.873,2306.797,2319.879,2321.501,27.52,4.19,23207.3,False,2,120,2.7.1+cu126,12.6,2026-04-19T21:08:22
swin_small_patch4_window7_224,Swin-S,Swin,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,934.69,13459517,4382.208,4379.715,4389.711,4390.591,48.84,8.95,23292.8,False,2,120,2.7.1+cu126,12.6,2026-04-19T21:12:51
swin_base_patch4_window7_224,Swin-B,Swin,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,2048,602.42,8674903,3399.600,3400.232,3403.542,3403.810,86.74,15.76,15678.1,False,2,120,2.7.1+cu126,12.6,2026-04-19T21:16:25
swin_large_patch4_window7_224,Swin-L,Swin,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,2048,301.41,4340286,6794.759,6795.788,6798.951,6799.476,194.99,35.11,23644.2,False,2,120,2.7.1+cu126,12.6,2026-04-19T21:22:12
beit_base_patch16_224,BEiT-B/16,BEiT,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,8192,1352.01,19468974,6059.117,6057.030,6070.540,6071.581,85.49,8.62,15136.0,False,2,120,2.7.1+cu126,12.6,2026-04-19T21:26:43
beit_large_patch16_224,BEiT-L/16,BEiT,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,8192,413.23,5950443,19824.542,19824.531,19826.835,19827.040,302.94,30.50,20619.9,False,2,120,2.7.1+cu126,12.6,2026-04-19T21:38:26
coatnet_0_224,CoAtNet-0,CoAtNet,hybrid,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,256,726.16,36435980,352.538,352.401,355.558,356.213,24.28,9.09,16190.4,False,3,224,2.7.1+cu126,12.6,2026-04-19T22:38:25
coatnet_2_224,CoAtNet-2,CoAtNet,hybrid,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,256,260.86,13088770,981.380,980.216,987.802,994.297,73.67,32.85,22251.3,False,3,224,2.7.1+cu126,12.6,2026-04-19T22:39:52
dofa_base,DOFA-B/16,DOFA,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,2048,330.76,16596025,6191.871,6199.399,6206.940,6207.275,111.35,34.00,15327.6,False,3,224,2.7.1+cu126,12.6,2026-04-20T19:47:58
dofa_large,DOFA-L/16,DOFA,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,2048,102.35,5135730,20008.928,20008.920,20020.997,20022.070,337.15,119.65,20776.8,False,3,224,2.7.1+cu126,12.6,2026-04-20T19:58:10
croma_optical,CROMA-Optical,CROMA,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,2048,256.41,3692373,7987.059,7986.996,7990.617,7991.056,90.34,40.36,26392.4,False,12,120,2.7.1+cu126,12.6,2026-04-20T20:02:38
croma_sar,CROMA-SAR,CROMA,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,2048,512.78,7383986,3993.941,3992.405,4006.093,4006.816,47.34,20.10,25041.7,False,2,120,2.7.1+cu126,12.6,2026-04-20T20:05:19
senpamae,SenPaMAE-B/16,SenPaMAE,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,2048,273.17,5664495,7497.108,7498.690,7506.625,7507.981,95.02,41.43,20775.1,False,3,144,2.7.1+cu126,12.6,2026-04-20T20:09:33
galileo_nano,Galileo-Nano,Galileo,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,1997.86,8183249,2050.190,1976.782,2209.115,2215.926,1.04,0.51,27552.8,False,10,64,2.7.1+cu126,12.6,2026-04-20T20:11:28
galileo_base,Galileo-Base,Galileo,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,1024,185.73,760760,5513.307,5510.652,5522.882,5523.129,86.52,54.42,18624.0,False,10,64,2.7.1+cu126,12.6,2026-04-20T20:15:10
galileo_large,Galileo-Large,Galileo,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,38.97,159614,13138.870,13141.912,13142.510,13142.563,474.70,302.09,15855.6,False,10,64,2.7.1+cu126,12.6,2026-04-20T20:24:11
olmoearth_nano,OlmoEarth-Nano,OlmoEarth,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,1854.06,30376911,2209.206,2206.873,2219.426,2219.580,2.65,1.26,26002.8,False,12,128,2.7.1+cu126,12.6,2026-04-20T20:25:54
olmoearth_tiny,OlmoEarth-Tiny,OlmoEarth,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,2048,581.61,9529124,3521.251,3519.365,3530.880,3532.514,12.90,8.23,18689.3,False,12,128,2.7.1+cu126,12.6,2026-04-20T20:28:21
olmoearth_base,OlmoEarth-Base,OlmoEarth,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,77.18,1264548,6633.681,6631.915,6647.542,6649.513,202.02,130.76,18161.6,False,12,128,2.7.1+cu126,12.6,2026-04-20T20:32:31
olmoearth_large,OlmoEarth-Large,OlmoEarth,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,24.03,393785,21302.488,21302.462,21310.684,21311.414,660.80,464.26,25632.3,False,12,128,2.7.1+cu126,12.6,2026-04-20T20:44:20
resnet18,ResNet-18,ResNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,16384,13856.22,199529572,1182.429,1182.239,1186.963,1188.047,11.18,1.08,32140.4,False,2,120,2.7.1+cu126,12.6,2026-04-20T20:45:39
resnet50,ResNet-50,ResNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,3645.55,52495888,1123.562,1123.434,1128.169,1129.407,23.53,2.50,12844.7,False,2,120,2.7.1+cu126,12.6,2026-04-20T20:47:00
resnet101,ResNet-101,ResNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,2174.59,31314138,1883.571,1882.054,1895.769,1901.967,42.52,4.92,12920.6,False,2,120,2.7.1+cu126,12.6,2026-04-20T20:48:52
resnet152,ResNet-152,ResNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,1495.67,21537679,2738.568,2738.578,2745.173,2745.429,58.16,7.27,12983.1,False,2,120,2.7.1+cu126,12.6,2026-04-20T20:51:17
efficientnet_b0,EfficientNet-B0,EfficientNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,8739.43,125847811,468.680,468.582,469.621,469.971,4.02,0.24,14652.6,False,2,120,2.7.1+cu126,12.6,2026-04-20T20:52:14
efficientnet_b4,EfficientNet-B4,EfficientNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,3022.61,43525625,1355.119,1355.310,1357.125,1357.194,17.57,0.95,21785.2,False,2,120,2.7.1+cu126,12.6,2026-04-20T20:53:39
efficientnet_b7,EfficientNet-B7,EfficientNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,2048,1143.40,16465027,1791.142,1790.922,1793.543,1794.341,63.81,3.28,14662.8,False,2,120,2.7.1+cu126,12.6,2026-04-20T20:55:27
convnext_tiny,ConvNeXt-T,ConvNeXt,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,3455.51,49759360,1185.353,1184.859,1190.148,1194.293,27.83,2.24,16163.2,False,2,120,2.7.1+cu126,12.6,2026-04-20T20:57:04
convnext_small,ConvNeXt-S,ConvNeXt,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,2033.41,29281090,2014.351,2013.514,2024.234,2026.000,49.46,4.35,16249.7,False,2,120,2.7.1+cu126,12.6,2026-04-20T20:59:10
convnext_base,ConvNeXt-B,ConvNeXt,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,1312.34,18897658,3121.149,3122.542,3129.268,3131.559,87.57,7.69,21592.6,False,2,120,2.7.1+cu126,12.6,2026-04-20T21:01:55
convnext_large,ConvNeXt-L,ConvNeXt,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,2048,642.87,9257269,3185.734,3184.751,3190.775,3191.101,196.24,17.21,16601.9,False,2,120,2.7.1+cu126,12.6,2026-04-20T21:05:02
mobilenetv3_small_100,MobileNetV3-S,MobileNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,16384,40927.95,589362410,400.313,400.259,400.723,400.893,1.53,0.04,15114.9,False,2,120,2.7.1+cu126,12.6,2026-04-20T21:05:56
mobilenetv3_large_100,MobileNetV3-L,MobileNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,8192,14613.22,210430417,560.588,560.384,561.517,561.885,4.21,0.14,19844.0,False,2,120,2.7.1+cu126,12.6,2026-04-20T21:06:53
regnety_004,RegNetY-400MF,RegNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,8192,12151.69,174984294,674.145,674.126,675.056,676.053,3.91,0.25,16067.9,False,2,120,2.7.1+cu126,12.6,2026-04-20T21:07:56
regnety_040,RegNetY-4GF,RegNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,1260.43,18150148,3249.693,3249.566,3259.603,3260.192,19.57,2.46,21322.6,False,2,120,2.7.1+cu126,12.6,2026-04-20T21:10:11
vit_tiny_patch16_224,ViT-Ti/16,ViT,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,32768,14908.84,214687367,2197.890,2198.427,2201.999,2204.153,5.45,0.54,18906.0,False,2,120,2.7.1+cu126,12.6,2026-04-20T21:12:08
vit_small_patch16_224,ViT-S/16,ViT,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,16384,5233.01,75355288,3130.896,3130.473,3137.363,3140.066,21.51,2.14,17083.1,False,2,120,2.7.1+cu126,12.6,2026-04-20T21:14:32
vit_base_patch16_224,ViT-B/16,ViT,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,8192,1366.11,19672037,5996.573,5998.712,6003.504,6004.096,85.50,8.53,16394.0,False,2,120,2.7.1+cu126,12.6,2026-04-20T21:18:26
vit_large_patch16_224,ViT-L/16,ViT,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,8192,417.56,6012887,19618.662,19618.648,19621.295,19621.530,302.90,30.25,22296.8,False,2,120,2.7.1+cu126,12.6,2026-04-20T21:29:21
deit3_small_patch16_224,DeiT3-S/16,DeiT,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,16384,5104.26,73501300,3209.870,3208.514,3215.085,3215.250,21.52,2.14,17083.2,False,2,120,2.7.1+cu126,12.6,2026-04-20T21:31:48
deit3_base_patch16_224,DeiT3-B/16,DeiT,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,8192,1350.80,19451494,6064.562,6061.517,6076.400,6078.482,85.51,8.53,16394.1,False,2,120,2.7.1+cu126,12.6,2026-04-20T21:35:41
swin_tiny_patch4_window7_224,Swin-T,Swin,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,1774.30,25549881,2308.520,2306.402,2317.452,2317.925,27.52,4.19,23207.3,False,2,120,2.7.1+cu126,12.6,2026-04-20T21:37:41
swin_small_patch4_window7_224,Swin-S,Swin,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,933.20,13438050,4389.208,4390.346,4394.467,4394.958,48.84,8.95,23292.8,False,2,120,2.7.1+cu126,12.6,2026-04-20T21:40:54
swin_base_patch4_window7_224,Swin-B,Swin,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,2048,603.52,8690681,3393.428,3390.318,3403.867,3403.989,86.74,15.76,15678.1,False,2,120,2.7.1+cu126,12.6,2026-04-20T21:43:47
swin_large_patch4_window7_224,Swin-L,Swin,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,2048,301.51,4341810,6792.374,6789.317,6801.022,6802.931,194.99,35.11,23644.2,False,2,120,2.7.1+cu126,12.6,2026-04-20T21:48:31
beit_base_patch16_224,BEiT-B/16,BEiT,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,8192,1351.21,19457458,6062.704,6061.968,6072.475,6073.879,85.49,8.62,15136.0,False,2,120,2.7.1+cu126,12.6,2026-04-20T21:52:26
beit_large_patch16_224,BEiT-L/16,BEiT,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,8192,413.26,5950919,19822.956,19822.934,19825.740,19825.990,302.94,30.50,20619.9,False,2,120,2.7.1+cu126,12.6,2026-04-20T22:03:30
resnet18,ResNet-18,ResNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,8192,7713.84,159954154,1061.987,1061.669,1069.760,1070.421,11.18,1.58,23835.3,False,3,144,2.7.1+cu126,12.6,2026-04-20T22:04:52
resnet50,ResNet-50,ResNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,2599.02,53893263,1575.979,1576.279,1579.442,1579.592,23.53,3.52,18790.1,False,3,144,2.7.1+cu126,12.6,2026-04-20T22:06:21
resnet101,ResNet-101,ResNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,1535.01,31829997,2668.384,2668.625,2672.809,2673.295,42.52,6.58,18866.1,False,3,144,2.7.1+cu126,12.6,2026-04-20T22:08:25
resnet152,ResNet-152,ResNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,1072.96,22248885,3817.479,3816.535,3824.065,3824.454,58.16,9.65,18928.6,False,3,144,2.7.1+cu126,12.6,2026-04-20T22:11:02
efficientnet_b0,EfficientNet-B0,EfficientNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,6665.93,138224737,614.468,614.073,618.119,619.286,4.02,0.34,21428.5,False,3,144,2.7.1+cu126,12.6,2026-04-20T22:12:03
efficientnet_b4,EfficientNet-B4,EfficientNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,2048,2262.03,46905485,905.381,905.264,906.642,907.074,17.57,1.35,15877.4,False,3,144,2.7.1+cu126,12.6,2026-04-20T22:13:15
efficientnet_b7,EfficientNet-B7,EfficientNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,2048,850.41,17634064,2408.255,2408.470,2415.587,2416.936,63.81,4.68,21163.9,False,3,144,2.7.1+cu126,12.6,2026-04-20T22:15:18
convnext_tiny,ConvNeXt-T,ConvNeXt,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,2242.00,46490037,1826.943,1827.036,1831.888,1832.123,27.83,3.55,23562.0,False,3,144,2.7.1+cu126,12.6,2026-04-20T22:17:05
convnext_small,ConvNeXt-S,ConvNeXt,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,1283.19,26608263,3192.041,3193.090,3196.248,3197.200,49.46,7.05,23648.5,False,3,144,2.7.1+cu126,12.6,2026-04-20T22:19:45
convnext_base,ConvNeXt-B,ConvNeXt,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,2048,824.72,17101426,2483.262,2481.647,2492.847,2496.362,87.58,12.46,15817.0,False,3,144,2.7.1+cu126,12.6,2026-04-20T22:22:11
convnext_large,ConvNeXt-L,ConvNeXt,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,2048,392.35,8135703,5219.872,5222.608,5225.144,5225.591,196.25,27.88,23725.9,False,3,144,2.7.1+cu126,12.6,2026-04-20T22:26:11
mobilenetv3_small_100,MobileNetV3-S,MobileNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,16384,31999.24,663536164,512.012,512.015,512.406,512.580,1.53,0.05,23117.6,False,3,144,2.7.1+cu126,12.6,2026-04-20T22:27:07
mobilenetv3_large_100,MobileNetV3-L,MobileNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,11331.44,234968650,361.472,361.404,361.829,362.067,4.21,0.19,14634.5,False,3,144,2.7.1+cu126,12.6,2026-04-20T22:27:58
regnety_004,RegNetY-400MF,RegNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,8192,9495.80,196904974,862.697,862.693,864.091,864.209,3.91,0.36,23806.4,False,3,144,2.7.1+cu126,12.6,2026-04-20T22:29:05
regnety_040,RegNetY-4GF,RegNet,cnn,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,872.46,18091268,4694.787,4701.133,4703.303,4703.523,19.57,3.34,28151.9,False,3,144,2.7.1+cu126,12.6,2026-04-20T22:31:58
vit_tiny_patch16_224,ViT-Ti/16,ViT,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,16384,8426.83,174738811,1944.265,1945.150,1948.640,1948.938,5.50,0.89,16489.7,False,3,144,2.7.1+cu126,12.6,2026-04-20T22:33:49
vit_small_patch16_224,ViT-S/16,ViT,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,8192,3034.04,62913751,2700.035,2699.245,2709.229,2709.540,21.63,3.53,14516.0,False,3,144,2.7.1+cu126,12.6,2026-04-20T22:36:01
vit_base_patch16_224,ViT-B/16,ViT,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,8192,802.88,16648579,10203.232,10215.867,10215.916,10215.920,85.72,14.02,27154.0,False,3,144,2.7.1+cu126,12.6,2026-04-20T22:41:41
vit_large_patch16_224,ViT-L/16,ViT,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,4096,251.77,5220737,16268.709,16268.688,16278.939,16279.851,303.19,49.65,18750.4,False,3,144,2.7.1+cu126,12.6,2026-04-20T22:51:05
deit3_small_patch16_224,DeiT3-S/16,DeiT,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,8192,2967.08,61525373,2760.964,2757.927,2770.910,2772.553,21.63,3.53,14516.1,False,3,144,2.7.1+cu126,12.6,2026-04-20T22:53:19
deit3_base_patch16_224,DeiT3-B/16,DeiT,vit,classification,fp32,False,none,Tesla V100-SXM2-32GB,34.1,8192,796.86,16523636,10280.383,10276.811,10287.919,10288.906,85.74,14.02,27154.0,False,3,144,2.7.1+cu126,12.6,2026-04-20T22:59:06
