model_name,display_name,model_family,model_type,task,precision,compiled,compile_mode,gpu_name,gpu_mem_gb,batch_size,throughput_mean,pixels_per_sec,latency_mean_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,params_M,macs_G,peak_memory_mb,tf32_enabled,input_channels,input_size,pytorch_version,cuda_version,timestamp
efficientnet_b4,EfficientNet-B4,EfficientNet,cnn,classification,fp32,False,none,NVIDIA RTX 6000 Ada Generation,50.9,2048,1506.07,75568419.0,1359.833,,,,17.57,3.0,38308.9,True,3,224,2.11.0+cu130,13.0,2026-04-17T14:08:03
efficientnet_b4,EfficientNet-B4,EfficientNet,cnn,classification,fp16,False,none,NVIDIA RTX 6000 Ada Generation,50.9,2048,2701.78,135564391.0,758.019,,,,17.57,3.0,19158.9,True,3,224,2.11.0+cu130,13.0,2026-04-17T14:08:51
efficientnet_b4,EfficientNet-B4,EfficientNet,cnn,classification,amp,False,none,NVIDIA RTX 6000 Ada Generation,50.9,2048,2695.01,135224848.0,759.923,,,,17.57,3.0,19812.0,True,3,224,2.11.0+cu130,13.0,2026-04-17T14:09:39
efficientnet_b4,EfficientNet-B4,EfficientNet,cnn,segmentation,fp32,False,none,NVIDIA RTX 6000 Ada Generation,50.9,2048,OOM,,,,,,,,,True,3,224,,,
efficientnet_b4,EfficientNet-B4,EfficientNet,cnn,segmentation,fp16,False,none,NVIDIA RTX 6000 Ada Generation,50.9,2048,1873.58,94008944.0,1093.092,,,,19.41,3.0,22712.9,True,3,224,2.11.0+cu130,13.0,2026-04-17T14:11:37
efficientnet_b4,EfficientNet-B4,EfficientNet,cnn,segmentation,amp,False,none,NVIDIA RTX 6000 Ada Generation,50.9,2048,1767.26,88673848.0,1158.859,,,,19.41,3.0,36561.9,True,3,224,2.11.0+cu130,13.0,2026-04-17T14:12:34
efficientnet_b7,EfficientNet-B7,EfficientNet,cnn,classification,fp32,False,none,NVIDIA RTX 6000 Ada Generation,50.9,1024,597.77,29993563.0,1713.042,,,,63.81,10.33,25552.1,True,3,224,2.11.0+cu130,13.0,2026-04-17T14:14:04
efficientnet_b7,EfficientNet-B7,EfficientNet,cnn,classification,fp16,False,none,NVIDIA RTX 6000 Ada Generation,50.9,1024,1122.44,56319435.0,912.3,,,,63.81,10.33,12779.7,True,3,224,2.11.0+cu130,13.0,2026-04-17T14:14:55
efficientnet_b7,EfficientNet-B7,EfficientNet,cnn,classification,amp,False,none,NVIDIA RTX 6000 Ada Generation,50.9,1024,1099.65,55176092.0,931.204,,,,63.81,10.33,13220.9,True,3,224,2.11.0+cu130,13.0,2026-04-17T14:15:46
efficientnet_b7,EfficientNet-B7,EfficientNet,cnn,segmentation,fp32,False,none,NVIDIA RTX 6000 Ada Generation,50.9,2048,OOM,,,,,,,,,True,3,224,,,
efficientnet_b7,EfficientNet-B7,EfficientNet,cnn,segmentation,fp16,False,none,NVIDIA RTX 6000 Ada Generation,50.9,2048,949.07,47620494.0,2157.904,,,,65.44,10.33,24190.9,True,3,224,2.11.0+cu130,13.0,2026-04-17T14:17:46
efficientnet_b7,EfficientNet-B7,EfficientNet,cnn,segmentation,amp,False,none,NVIDIA RTX 6000 Ada Generation,50.9,2048,892.70,44792281.0,2294.155,,,,65.44,10.33,37630.3,True,3,224,2.11.0+cu130,13.0,2026-04-17T14:19:05
convnext_tiny,ConvNeXt-T,ConvNeXt,cnn,classification,fp32,False,none,NVIDIA RTX 6000 Ada Generation,50.9,2048,2225.39,111660967.0,920.29,,,,27.83,8.91,28482.9,True,3,224,2.11.0+cu130,13.0,2026-04-17T14:20:19
convnext_tiny,ConvNeXt-T,ConvNeXt,cnn,classification,fp16,False,none,NVIDIA RTX 6000 Ada Generation,50.9,2048,3678.28,184561513.0,556.782,,,,27.83,8.91,14251.5,True,3,224,2.11.0+cu130,13.0,2026-04-17T14:21:05
convnext_tiny,ConvNeXt-T,ConvNeXt,cnn,classification,amp,False,none,NVIDIA RTX 6000 Ada Generation,50.9,2048,2984.62,149756279.0,686.185,,,,27.83,8.91,18618.2,True,3,224,2.11.0+cu130,13.0,2026-04-17T14:21:53
convnext_tiny,ConvNeXt-T,ConvNeXt,cnn,segmentation,fp32,False,none,NVIDIA RTX 6000 Ada Generation,50.9,2048,1265.94,63519796.0,1617.77,,,,31.93,8.91,39700.1,True,3,224,2.11.0+cu130,13.0,2026-04-17T14:23:22
convnext_tiny,ConvNeXt-T,ConvNeXt,cnn,segmentation,fp16,False,none,NVIDIA RTX 6000 Ada Generation,50.9,2048,2235.99,112193051.0,915.925,,,,31.93,8.91,23012.0,True,3,224,2.11.0+cu130,13.0,2026-04-17T14:24:16
convnext_tiny,ConvNeXt-T,ConvNeXt,cnn,segmentation,amp,False,none,NVIDIA RTX 6000 Ada Generation,50.9,2048,1801.38,90386042.0,1136.906,,,,31.93,8.91,39222.6,True,3,224,2.11.0+cu130,13.0,2026-04-17T14:25:14
convnext_small,ConvNeXt-S,ConvNeXt,cnn,classification,fp32,False,none,NVIDIA RTX 6000 Ada Generation,50.9,2048,1324.01,66433327.0,1546.821,,,,49.46,17.37,28569.4,True,3,224,2.11.0+cu130,13.0,2026-04-17T14:26:42
convnext_small,ConvNeXt-S,ConvNeXt,cnn,classification,fp16,False,none,NVIDIA RTX 6000 Ada Generation,50.9,2048,2224.48,111615327.0,920.666,,,,49.46,17.37,14299.4,True,3,224,2.11.0+cu130,13.0,2026-04-17T14:27:35
convnext_small,ConvNeXt-S,ConvNeXt,cnn,classification,amp,False,none,NVIDIA RTX 6000 Ada Generation,50.9,2048,1807.06,90671072.0,1133.332,,,,49.46,17.37,18704.8,True,3,224,2.11.0+cu130,13.0,2026-04-17T14:28:31
convnext_small,ConvNeXt-S,ConvNeXt,cnn,segmentation,fp32,False,none,NVIDIA RTX 6000 Ada Generation,50.9,2048,912.03,45761891.0,2245.546,,,,53.56,17.37,39787.6,True,3,224,2.11.0+cu130,13.0,2026-04-17T14:30:17
convnext_small,ConvNeXt-S,ConvNeXt,cnn,segmentation,fp16,False,none,NVIDIA RTX 6000 Ada Generation,50.9,2048,1576.89,79121869.0,1298.762,,,,53.56,17.37,23058.2,True,3,224,2.11.0+cu130,13.0,2026-04-17T14:31:19
convnext_small,ConvNeXt-S,ConvNeXt,cnn,segmentation,amp,False,none,NVIDIA RTX 6000 Ada Generation,50.9,2048,1296.51,65053855.0,1579.621,,,,53.56,17.37,39356.2,True,3,224,2.11.0+cu130,13.0,2026-04-17T14:32:26
convnext_base,ConvNeXt-B,ConvNeXt,cnn,classification,fp32,False,none,NVIDIA RTX 6000 Ada Generation,50.9,2048,893.44,44829351.0,2292.258,,,,87.58,30.71,37766.7,True,3,224,2.11.0+cu130,13.0,2026-04-17T14:34:22
convnext_base,ConvNeXt-B,ConvNeXt,cnn,classification,fp16,False,none,NVIDIA RTX 6000 Ada Generation,50.9,2048,1486.35,74579079.0,1377.872,,,,87.58,30.71,18889.1,True,3,224,2.11.0+cu130,13.0,2026-04-17T14:35:26
convnext_base,ConvNeXt-B,ConvNeXt,cnn,classification,amp,False,none,NVIDIA RTX 6000 Ada Generation,50.9,2048,1248.48,62643794.0,1640.393,,,,87.58,30.71,24614.1,True,3,224,2.11.0+cu130,13.0,2026-04-17T14:36:33
convnext_base,ConvNeXt-B,ConvNeXt,cnn,segmentation,fp32,False,none,NVIDIA RTX 6000 Ada Generation,50.9,1024,699.72,35109274.0,1463.437,,,,92.65,30.71,21140.3,True,3,224,2.11.0+cu130,13.0,2026-04-17T14:38:02
convnext_base,ConvNeXt-B,ConvNeXt,cnn,segmentation,fp16,False,none,NVIDIA RTX 6000 Ada Generation,50.9,1024,1177.06,59060267.0,869.963,,,,92.65,30.71,13762.3,True,3,224,2.11.0+cu130,13.0,2026-04-17T14:38:55
convnext_base,ConvNeXt-B,ConvNeXt,cnn,segmentation,amp,False,none,NVIDIA RTX 6000 Ada Generation,50.9,1024,982.35,49290610.0,1042.394,,,,92.65,30.71,22559.9,True,3,224,2.11.0+cu130,13.0,2026-04-17T14:39:50
convnext_large,ConvNeXt-L,ConvNeXt,cnn,classification,fp32,False,none,NVIDIA RTX 6000 Ada Generation,50.9,1024,487.10,24440541.0,2102.254,,,,196.25,68.72,28539.9,True,3,224,2.11.0+cu130,13.0,2026-04-17T14:41:47
convnext_large,ConvNeXt-L,ConvNeXt,cnn,classification,fp16,False,none,NVIDIA RTX 6000 Ada Generation,50.9,1024,802.47,40264487.0,1276.068,,,,196.25,68.72,14280.9,True,3,224,2.11.0+cu130,13.0,2026-04-17T14:42:49
convnext_large,ConvNeXt-L,ConvNeXt,cnn,classification,amp,False,none,NVIDIA RTX 6000 Ada Generation,50.9,1024,695.22,34883226.0,1472.921,,,,196.25,68.72,18676.5,True,3,224,2.11.0+cu130,13.0,2026-04-17T14:43:54
convnext_large,ConvNeXt-L,ConvNeXt,cnn,segmentation,fp32,False,none,NVIDIA RTX 6000 Ada Generation,50.9,1024,414.28,20786734.0,2471.78,,,,203.27,68.72,30623.2,True,3,224,2.11.0+cu130,13.0,2026-04-17T14:45:58
convnext_large,ConvNeXt-L,ConvNeXt,cnn,segmentation,fp16,False,none,NVIDIA RTX 6000 Ada Generation,50.9,1024,695.30,34887358.0,1472.746,,,,203.27,68.72,15324.2,True,3,224,2.11.0+cu130,13.0,2026-04-17T14:47:04
convnext_large,ConvNeXt-L,ConvNeXt,cnn,segmentation,amp,False,none,NVIDIA RTX 6000 Ada Generation,50.9,1024,598.46,30028230.0,1711.064,,,,203.27,68.72,24767.7,True,3,224,2.11.0+cu130,13.0,2026-04-17T14:48:13
mobilenetv3_small_100,MobileNetV3-S,MobileNet,cnn,classification,fp32,False,none,NVIDIA RTX 6000 Ada Generation,50.9,8192,20800.17,1043669392.0,393.843,,,,1.53,0.11,27967.6,True,3,224,2.11.0+cu130,13.0,2026-04-17T14:49:05
mobilenetv3_small_100,MobileNetV3-S,MobileNet,cnn,classification,fp16,False,none,NVIDIA RTX 6000 Ada Generation,50.9,8192,36957.26,1854367379.0,221.661,,,,1.53,0.11,13988.3,True,3,224,2.11.0+cu130,13.0,2026-04-17T14:49:43
mobilenetv3_small_100,MobileNetV3-S,MobileNet,cnn,classification,amp,False,none,NVIDIA RTX 6000 Ada Generation,50.9,8192,34959.44,1754124649.0,234.329,,,,1.53,0.11,16458.3,True,3,224,2.11.0+cu130,13.0,2026-04-17T14:50:20
mobilenetv3_small_100,MobileNetV3-S,MobileNet,cnn,segmentation,fp32,False,none,NVIDIA RTX 6000 Ada Generation,50.9,2048,3002.94,150675440.0,681.999,,,,3.59,0.11,37480.9,True,3,224,2.11.0+cu130,13.0,2026-04-17T14:51:19
mobilenetv3_small_100,MobileNetV3-S,MobileNet,cnn,segmentation,fp16,False,none,NVIDIA RTX 6000 Ada Generation,50.9,2048,5383.22,270108502.0,380.441,,,,3.59,0.11,21897.5,True,3,224,2.11.0+cu130,13.0,2026-04-17T14:52:00
mobilenetv3_small_100,MobileNetV3-S,MobileNet,cnn,segmentation,amp,False,none,NVIDIA RTX 6000 Ada Generation,50.9,2048,OOM,,,,,,,,,True,3,224,,,
mobilenetv3_large_100,MobileNetV3-L,MobileNet,cnn,classification,fp32,False,none,NVIDIA RTX 6000 Ada Generation,50.9,4096,6939.29,348185995.0,590.262,,,,4.21,0.43,35376.4,True,3,224,2.11.0+cu130,13.0,2026-04-17T14:53:10
mobilenetv3_large_100,MobileNetV3-L,MobileNet,cnn,classification,fp16,False,none,NVIDIA RTX 6000 Ada Generation,50.9,4096,12048.95,604568175.0,339.947,,,,4.21,0.43,17693.6,True,3,224,2.11.0+cu130,13.0,2026-04-17T14:53:50
mobilenetv3_large_100,MobileNetV3-L,MobileNet,cnn,classification,amp,False,none,NVIDIA RTX 6000 Ada Generation,50.9,4096,12331.75,618757863.0,332.151,,,,4.21,0.43,18934.6,True,3,224,2.11.0+cu130,13.0,2026-04-17T14:54:29
mobilenetv3_large_100,MobileNetV3-L,MobileNet,cnn,segmentation,fp32,False,none,NVIDIA RTX 6000 Ada Generation,50.9,2048,2317.28,116271967.0,883.794,,,,6.69,0.43,38058.5,True,3,224,2.11.0+cu130,13.0,2026-04-17T14:55:33
mobilenetv3_large_100,MobileNetV3-L,MobileNet,cnn,segmentation,fp16,False,none,NVIDIA RTX 6000 Ada Generation,50.9,2048,4103.26,205885187.0,499.115,,,,6.69,0.43,22185.8,True,3,224,2.11.0+cu130,13.0,2026-04-17T14:56:16
mobilenetv3_large_100,MobileNetV3-L,MobileNet,cnn,segmentation,amp,False,none,NVIDIA RTX 6000 Ada Generation,50.9,2048,3551.66,178208299.0,576.631,,,,6.69,0.43,35983.1,True,3,224,2.11.0+cu130,13.0,2026-04-17T14:57:01
regnety_004,RegNetY-400MF,RegNet,cnn,classification,fp32,False,none,NVIDIA RTX 6000 Ada Generation,50.9,4096,6798.62,341127684.0,602.475,,,,3.91,0.8,28798.5,True,3,224,2.11.0+cu130,13.0,2026-04-17T14:57:58
regnety_004,RegNetY-400MF,RegNet,cnn,classification,fp16,False,none,NVIDIA RTX 6000 Ada Generation,50.9,4096,10972.10,550536331.0,373.31,,,,3.91,0.8,14404.1,True,3,224,2.11.0+cu130,13.0,2026-04-17T14:58:37
regnety_004,RegNetY-400MF,RegNet,cnn,classification,amp,False,none,NVIDIA RTX 6000 Ada Generation,50.9,4096,10983.12,551089151.0,372.936,,,,3.91,0.8,15645.1,True,3,224,2.11.0+cu130,13.0,2026-04-17T14:59:17
regnety_004,RegNetY-400MF,RegNet,cnn,segmentation,fp32,False,none,NVIDIA RTX 6000 Ada Generation,50.9,2048,OOM,,,,,,,,,True,3,224,,,
regnety_004,RegNetY-400MF,RegNet,cnn,segmentation,fp16,False,none,NVIDIA RTX 6000 Ada Generation,50.9,2048,3941.52,197769863.0,519.596,,,,6.73,0.8,23495.1,True,3,224,2.11.0+cu130,13.0,2026-04-17T15:00:34
regnety_004,RegNetY-400MF,RegNet,cnn,segmentation,amp,False,none,NVIDIA RTX 6000 Ada Generation,50.9,2048,3427.57,171981869.0,597.507,,,,6.73,0.8,37292.6,True,3,224,2.11.0+cu130,13.0,2026-04-17T15:01:19
regnety_040,RegNetY-4GF,RegNet,cnn,classification,fp32,False,none,NVIDIA RTX 6000 Ada Generation,50.9,2048,1138.13,57106813.0,1799.443,,,,19.57,7.94,30918.0,True,3,224,2.11.0+cu130,13.0,2026-04-17T15:02:51
regnety_040,RegNetY-4GF,RegNet,cnn,classification,fp16,False,none,NVIDIA RTX 6000 Ada Generation,50.9,2048,3323.36,166753095.0,616.243,,,,19.57,7.94,15898.1,True,3,224,2.11.0+cu130,13.0,2026-04-17T15:03:36
regnety_040,RegNetY-4GF,RegNet,cnn,classification,amp,False,none,NVIDIA RTX 6000 Ada Generation,50.9,2048,3381.68,169679101.0,605.616,,,,19.57,7.94,16555.1,True,3,224,2.11.0+cu130,13.0,2026-04-17T15:04:20
regnety_040,RegNetY-4GF,RegNet,cnn,segmentation,fp32,False,none,NVIDIA RTX 6000 Ada Generation,50.9,2048,OOM,,,,,,,,,True,3,224,,,
regnety_040,RegNetY-4GF,RegNet,cnn,segmentation,fp16,False,none,NVIDIA RTX 6000 Ada Generation,50.9,2048,2110.38,105890304.0,970.442,,,,24.73,7.94,25217.3,True,3,224,2.11.0+cu130,13.0,2026-04-17T15:06:29
regnety_040,RegNetY-4GF,RegNet,cnn,segmentation,amp,False,none,NVIDIA RTX 6000 Ada Generation,50.9,2048,1969.60,98826482.0,1039.807,,,,24.73,7.94,39087.2,True,3,224,2.11.0+cu130,13.0,2026-04-17T15:07:24
vit_tiny_patch16_224,ViT-Ti/16,ViT,vit,classification,fp32,False,none,NVIDIA RTX 6000 Ada Generation,50.9,16384,6825.19,342460486.0,2400.521,,,,5.53,2.15,39643.4,True,3,224,2.11.0+cu130,13.0,2026-04-17T15:09:17
vit_tiny_patch16_224,ViT-Ti/16,ViT,vit,classification,fp16,False,none,NVIDIA RTX 6000 Ada Generation,50.9,16384,13763.78,690611241.0,1190.371,,,,5.53,2.15,19826.5,True,3,224,2.11.0+cu130,13.0,2026-04-17T15:10:20
vit_tiny_patch16_224,ViT-Ti/16,ViT,vit,classification,amp,False,none,NVIDIA RTX 6000 Ada Generation,50.9,16384,11662.69,585187272.0,1404.821,,,,5.53,2.15,29738.4,True,3,224,2.11.0+cu130,13.0,2026-04-17T15:11:24
vit_small_patch16_224,ViT-S/16,ViT,vit,classification,fp32,False,none,NVIDIA RTX 6000 Ada Generation,50.9,8192,2873.26,144168605.0,2851.119,,,,21.67,8.48,34775.7,True,3,224,2.11.0+cu130,13.0,2026-04-17T15:13:32
vit_small_patch16_224,ViT-S/16,ViT,vit,classification,fp16,False,none,NVIDIA RTX 6000 Ada Generation,50.9,8192,5527.33,277339194.0,1482.091,,,,21.67,8.48,17394.0,True,3,224,2.11.0+cu130,13.0,2026-04-17T15:14:43
vit_small_patch16_224,ViT-S/16,ViT,vit,classification,amp,False,none,NVIDIA RTX 6000 Ada Generation,50.9,8192,4879.15,244816354.0,1678.98,,,,21.67,8.48,24903.5,True,3,224,2.11.0+cu130,13.0,2026-04-17T15:15:53
vit_base_patch16_224,ViT-B/16,ViT,vit,classification,fp32,False,none,NVIDIA RTX 6000 Ada Generation,50.9,4096,1034.08,51885852.0,3961.02,,,,85.81,33.7,32565.9,True,3,224,2.11.0+cu130,13.0,2026-04-17T15:18:38
vit_base_patch16_224,ViT-B/16,ViT,vit,classification,fp16,False,none,NVIDIA RTX 6000 Ada Generation,50.9,4096,1933.04,96991989.0,2118.947,,,,85.81,33.7,16297.5,True,3,224,2.11.0+cu130,13.0,2026-04-17T17:22:44
vit_base_patch16_224,ViT-B/16,ViT,vit,classification,amp,False,none,NVIDIA RTX 6000 Ada Generation,50.9,4096,1763.15,88467936.0,2323.112,,,,85.81,33.7,22828.9,True,3,224,2.11.0+cu130,13.0,2026-04-17T17:24:09
vit_large_patch16_224,ViT-L/16,ViT,vit,classification,fp32,False,none,NVIDIA RTX 6000 Ada Generation,50.9,2048,331.52,16634119.0,6177.691,,,,303.31,119.29,22286.7,True,3,224,2.11.0+cu130,13.0,2026-04-17T17:28:21
vit_large_patch16_224,ViT-L/16,ViT,vit,classification,fp16,False,none,NVIDIA RTX 6000 Ada Generation,50.9,2048,617.54,30985926.0,3316.359,,,,303.31,119.29,11150.6,True,3,224,2.11.0+cu130,13.0,2026-04-17T17:30:13
vit_large_patch16_224,ViT-L/16,ViT,vit,classification,amp,False,none,NVIDIA RTX 6000 Ada Generation,50.9,2048,573.58,28779743.0,3570.583,,,,303.31,119.29,16275.5,True,3,224,2.11.0+cu130,13.0,2026-04-17T17:32:07
deit3_small_patch16_224,DeiT3-S/16,DeiT,vit,classification,fp32,False,none,NVIDIA RTX 6000 Ada Generation,50.9,8192,2761.37,138554636.0,2966.64,,,,21.68,8.48,34775.8,True,3,224,2.11.0+cu130,13.0,2026-04-17T17:34:17
deit3_small_patch16_224,DeiT3-S/16,DeiT,vit,classification,fp16,False,none,NVIDIA RTX 6000 Ada Generation,50.9,8192,5315.33,266701985.0,1541.203,,,,21.68,8.48,17394.0,True,3,224,2.11.0+cu130,13.0,2026-04-17T17:35:27
deit3_small_patch16_224,DeiT3-S/16,DeiT,vit,classification,amp,False,none,NVIDIA RTX 6000 Ada Generation,50.9,8192,4531.00,227347229.0,1807.991,,,,21.68,8.48,24903.6,True,3,224,2.11.0+cu130,13.0,2026-04-17T17:36:41
deit3_base_patch16_224,DeiT3-B/16,DeiT,vit,classification,fp32,False,none,NVIDIA RTX 6000 Ada Generation,50.9,4096,999.33,50142417.0,4098.743,,,,85.82,33.7,32565.9,True,3,224,2.11.0+cu130,13.0,2026-04-17T17:39:28
deit3_base_patch16_224,DeiT3-B/16,DeiT,vit,classification,fp16,False,none,NVIDIA RTX 6000 Ada Generation,50.9,4096,1853.80,93016163.0,2209.518,,,,85.82,33.7,16297.5,True,3,224,2.11.0+cu130,13.0,2026-04-17T17:40:58
